task_id	family	instruction	source_suite	source_task_id	source_task	original_instruction	goal_atom	evidence_notes	gpu	successes	episodes	success_rate_percent	success_videos	skill_source_ids	skill_source_instructions	scene_source_id	scene_source_instruction	object_source_ids	all_evidence_source_ids	review_status	cross_category_exact_overlaps	instruction_review_status	proposed_task_only_instruction
ADAPT_120	A5_libero10_caddy_object_compartment	Put the salad dressing in the right compartment of the caddy.	libero_10	303	STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy	pick up the book and place it in the back compartment of the caddy	in(salad_dressing_1, desk_caddy_1_right_contain_region)	Direct grasp evidence source ID: 303. | The object is known to fit the caddy aperture; milk and cream-cheese packages are excluded by the prior aperture gate.	3	0	5	0.0	0	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_OBJECT_03	LIBERO_10_06,LIBERO_OBJECT_03	ELIGIBLE		PASS	Put the salad dressing in the right compartment of the caddy.
ADAPT_121	A5_libero10_caddy_object_compartment	Put the bbq sauce in the back compartment of the caddy.	libero_10	304	STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy	pick up the book and place it in the back compartment of the caddy	in(bbq_sauce_1, desk_caddy_1_back_contain_region)	Direct grasp evidence source ID: 304. | The object is known to fit the caddy aperture; milk and cream-cheese packages are excluded by the prior aperture gate.	2	5	5	100.0	5	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_OBJECT_04	LIBERO_10_06,LIBERO_OBJECT_04	ELIGIBLE		PASS	Put the bbq sauce in the back compartment of the caddy.
ADAPT_122	A5_libero10_caddy_object_compartment	Put the bbq sauce in the front compartment of the caddy.	libero_10	304	STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy	pick up the book and place it in the back compartment of the caddy	in(bbq_sauce_1, desk_caddy_1_front_contain_region)	Direct grasp evidence source ID: 304. | The object is known to fit the caddy aperture; milk and cream-cheese packages are excluded by the prior aperture gate.	3	0	5	0.0	0	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_OBJECT_04	LIBERO_10_06,LIBERO_OBJECT_04	ELIGIBLE		PASS	Put the bbq sauce in the front compartment of the caddy.
ADAPT_123	A5_libero10_caddy_object_compartment	Put the bbq sauce in the left compartment of the caddy.	libero_10	304	STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy	pick up the book and place it in the back compartment of the caddy	in(bbq_sauce_1, desk_caddy_1_left_contain_region)	Direct grasp evidence source ID: 304. | The object is known to fit the caddy aperture; milk and cream-cheese packages are excluded by the prior aperture gate.	2	0	5	0.0	0	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_OBJECT_04	LIBERO_10_06,LIBERO_OBJECT_04	ELIGIBLE		PASS	Put the bbq sauce in the left compartment of the caddy.
ADAPT_124	A5_libero10_caddy_object_compartment	Put the bbq sauce in the right compartment of the caddy.	libero_10	304	STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy	pick up the book and place it in the back compartment of the caddy	in(bbq_sauce_1, desk_caddy_1_right_contain_region)	Direct grasp evidence source ID: 304. | The object is known to fit the caddy aperture; milk and cream-cheese packages are excluded by the prior aperture gate.	3	0	5	0.0	0	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_OBJECT_04	LIBERO_10_06,LIBERO_OBJECT_04	ELIGIBLE		PASS	Put the bbq sauce in the right compartment of the caddy.
ADAPT_125	A5_libero10_caddy_object_compartment	Put the ketchup in the back compartment of the caddy.	libero_10	305	STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy	pick up the book and place it in the back compartment of the caddy	in(ketchup_1, desk_caddy_1_back_contain_region)	Direct grasp evidence source ID: 305. | The object is known to fit the caddy aperture; milk and cream-cheese packages are excluded by the prior aperture gate.	2	3	5	60.0	3	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_OBJECT_05	LIBERO_10_06,LIBERO_OBJECT_05	ELIGIBLE		PASS	Put the ketchup in the back compartment of the caddy.
ADAPT_126	A5_libero10_caddy_object_compartment	Put the ketchup in the front compartment of the caddy.	libero_10	305	STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy	pick up the book and place it in the back compartment of the caddy	in(ketchup_1, desk_caddy_1_front_contain_region)	Direct grasp evidence source ID: 305. | The object is known to fit the caddy aperture; milk and cream-cheese packages are excluded by the prior aperture gate.	3	0	5	0.0	0	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_OBJECT_05	LIBERO_10_06,LIBERO_OBJECT_05	ELIGIBLE		PASS	Put the ketchup in the front compartment of the caddy.
ADAPT_127	A5_libero10_caddy_object_compartment	Put the ketchup in the left compartment of the caddy.	libero_10	305	STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy	pick up the book and place it in the back compartment of the caddy	in(ketchup_1, desk_caddy_1_left_contain_region)	Direct grasp evidence source ID: 305. | The object is known to fit the caddy aperture; milk and cream-cheese packages are excluded by the prior aperture gate.	2	0	5	0.0	0	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_OBJECT_05	LIBERO_10_06,LIBERO_OBJECT_05	ELIGIBLE		PASS	Put the ketchup in the left compartment of the caddy.
ADAPT_128	A5_libero10_caddy_object_compartment	Put the ketchup in the right compartment of the caddy.	libero_10	305	STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy	pick up the book and place it in the back compartment of the caddy	in(ketchup_1, desk_caddy_1_right_contain_region)	Direct grasp evidence source ID: 305. | The object is known to fit the caddy aperture; milk and cream-cheese packages are excluded by the prior aperture gate.	3	0	5	0.0	0	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_OBJECT_05	LIBERO_10_06,LIBERO_OBJECT_05	ELIGIBLE		PASS	Put the ketchup in the right compartment of the caddy.
ADAPT_129	A5_libero10_caddy_object_compartment	Put the tomato sauce in the back compartment of the caddy.	libero_10	306	STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy	pick up the book and place it in the back compartment of the caddy	in(tomato_sauce_1, desk_caddy_1_back_contain_region)	Direct grasp evidence source ID: 306. | The object is known to fit the caddy aperture; milk and cream-cheese packages are excluded by the prior aperture gate.	2	2	5	40.0	2	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_OBJECT_06	LIBERO_10_06,LIBERO_OBJECT_06	ELIGIBLE		PASS	Put the tomato sauce in the back compartment of the caddy.
ADAPT_130	A5_libero10_caddy_object_compartment	Put the tomato sauce in the front compartment of the caddy.	libero_10	306	STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy	pick up the book and place it in the back compartment of the caddy	in(tomato_sauce_1, desk_caddy_1_front_contain_region)	Direct grasp evidence source ID: 306. | The object is known to fit the caddy aperture; milk and cream-cheese packages are excluded by the prior aperture gate.	3	0	5	0.0	0	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_OBJECT_06	LIBERO_10_06,LIBERO_OBJECT_06	ELIGIBLE		PASS	Put the tomato sauce in the front compartment of the caddy.
ADAPT_131	A5_libero10_caddy_object_compartment	Put the tomato sauce in the left compartment of the caddy.	libero_10	306	STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy	pick up the book and place it in the back compartment of the caddy	in(tomato_sauce_1, desk_caddy_1_left_contain_region)	Direct grasp evidence source ID: 306. | The object is known to fit the caddy aperture; milk and cream-cheese packages are excluded by the prior aperture gate.	2	0	5	0.0	0	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_OBJECT_06	LIBERO_10_06,LIBERO_OBJECT_06	ELIGIBLE		PASS	Put the tomato sauce in the left compartment of the caddy.
ADAPT_132	A5_libero10_caddy_object_compartment	Put the tomato sauce in the right compartment of the caddy.	libero_10	306	STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy	pick up the book and place it in the back compartment of the caddy	in(tomato_sauce_1, desk_caddy_1_right_contain_region)	Direct grasp evidence source ID: 306. | The object is known to fit the caddy aperture; milk and cream-cheese packages are excluded by the prior aperture gate.	3	0	5	0.0	0	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_OBJECT_06	LIBERO_10_06,LIBERO_OBJECT_06	ELIGIBLE		PASS	Put the tomato sauce in the right compartment of the caddy.
ADAPT_133	A5_libero10_caddy_object_compartment	Put the butter in the back compartment of the caddy.	libero_10	307	STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy	pick up the book and place it in the back compartment of the caddy	in(butter_1, desk_caddy_1_back_contain_region)	Direct grasp evidence source ID: 307. | The object is known to fit the caddy aperture; milk and cream-cheese packages are excluded by the prior aperture gate.	2	0	5	0.0	0	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_OBJECT_07	LIBERO_10_06,LIBERO_OBJECT_07	ELIGIBLE		PASS	Put the butter in the back compartment of the caddy.
ADAPT_134	A5_libero10_caddy_object_compartment	Put the butter in the front compartment of the caddy.	libero_10	307	STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy	pick up the book and place it in the back compartment of the caddy	in(butter_1, desk_caddy_1_front_contain_region)	Direct grasp evidence source ID: 307. | The object is known to fit the caddy aperture; milk and cream-cheese packages are excluded by the prior aperture gate.	3	0	5	0.0	0	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_OBJECT_07	LIBERO_10_06,LIBERO_OBJECT_07	ELIGIBLE		PASS	Put the butter in the front compartment of the caddy.
ADAPT_135	A5_libero10_caddy_object_compartment	Put the butter in the left compartment of the caddy.	libero_10	307	STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy	pick up the book and place it in the back compartment of the caddy	in(butter_1, desk_caddy_1_left_contain_region)	Direct grasp evidence source ID: 307. | The object is known to fit the caddy aperture; milk and cream-cheese packages are excluded by the prior aperture gate.	2	0	5	0.0	0	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_OBJECT_07	LIBERO_10_06,LIBERO_OBJECT_07	ELIGIBLE		PASS	Put the butter in the left compartment of the caddy.
ADAPT_136	A5_libero10_caddy_object_compartment	Put the butter in the right compartment of the caddy.	libero_10	307	STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy	pick up the book and place it in the back compartment of the caddy	in(butter_1, desk_caddy_1_right_contain_region)	Direct grasp evidence source ID: 307. | The object is known to fit the caddy aperture; milk and cream-cheese packages are excluded by the prior aperture gate.	3	0	5	0.0	0	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_OBJECT_07	LIBERO_10_06,LIBERO_OBJECT_07	ELIGIBLE		PASS	Put the butter in the right compartment of the caddy.
ADAPT_137	A5_libero10_caddy_object_compartment	Put the chocolate pudding in the back compartment of the caddy.	libero_10	309	STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy	pick up the book and place it in the back compartment of the caddy	in(chocolate_pudding_1, desk_caddy_1_back_contain_region)	Direct grasp evidence source ID: 309. | The object is known to fit the caddy aperture; milk and cream-cheese packages are excluded by the prior aperture gate.	2	0	5	0.0	0	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_OBJECT_09	LIBERO_10_06,LIBERO_OBJECT_09	ELIGIBLE		PASS	Put the chocolate pudding in the back compartment of the caddy.
ADAPT_138	A5_libero10_caddy_object_compartment	Put the chocolate pudding in the front compartment of the caddy.	libero_10	309	STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy	pick up the book and place it in the back compartment of the caddy	in(chocolate_pudding_1, desk_caddy_1_front_contain_region)	Direct grasp evidence source ID: 309. | The object is known to fit the caddy aperture; milk and cream-cheese packages are excluded by the prior aperture gate.	3	0	5	0.0	0	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_OBJECT_09	LIBERO_10_06,LIBERO_OBJECT_09	ELIGIBLE		PASS	Put the chocolate pudding in the front compartment of the caddy.
ADAPT_139	A5_libero10_caddy_object_compartment	Put the chocolate pudding in the left compartment of the caddy.	libero_10	309	STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy	pick up the book and place it in the back compartment of the caddy	in(chocolate_pudding_1, desk_caddy_1_left_contain_region)	Direct grasp evidence source ID: 309. | The object is known to fit the caddy aperture; milk and cream-cheese packages are excluded by the prior aperture gate.	2	0	5	0.0	0	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_OBJECT_09	LIBERO_10_06,LIBERO_OBJECT_09	ELIGIBLE		PASS	Put the chocolate pudding in the left compartment of the caddy.
ADAPT_140	A5_libero10_caddy_object_compartment	Put the chocolate pudding in the right compartment of the caddy.	libero_10	309	STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy	pick up the book and place it in the back compartment of the caddy	in(chocolate_pudding_1, desk_caddy_1_right_contain_region)	Direct grasp evidence source ID: 309. | The object is known to fit the caddy aperture; milk and cream-cheese packages are excluded by the prior aperture gate.	3	0	5	0.0	0	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_OBJECT_09	LIBERO_10_06,LIBERO_OBJECT_09	ELIGIBLE		PASS	Put the chocolate pudding in the right compartment of the caddy.
ADAPT_141	A5_libero10_caddy_object_compartment	Put the orange juice in the back compartment of the caddy.	libero_10	310	STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy	pick up the book and place it in the back compartment of the caddy	in(orange_juice_1, desk_caddy_1_back_contain_region)	Direct grasp evidence source ID: 310. | The object is known to fit the caddy aperture; milk and cream-cheese packages are excluded by the prior aperture gate.	2	3	5	60.0	3	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_OBJECT_10	LIBERO_10_06,LIBERO_OBJECT_10	ELIGIBLE		PASS	Put the orange juice in the back compartment of the caddy.
ADAPT_142	A5_libero10_caddy_object_compartment	Put the orange juice in the front compartment of the caddy.	libero_10	310	STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy	pick up the book and place it in the back compartment of the caddy	in(orange_juice_1, desk_caddy_1_front_contain_region)	Direct grasp evidence source ID: 310. | The object is known to fit the caddy aperture; milk and cream-cheese packages are excluded by the prior aperture gate.	3	0	5	0.0	0	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_OBJECT_10	LIBERO_10_06,LIBERO_OBJECT_10	ELIGIBLE		PASS	Put the orange juice in the front compartment of the caddy.
ADAPT_143	A5_libero10_caddy_object_compartment	Put the orange juice in the left compartment of the caddy.	libero_10	310	STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy	pick up the book and place it in the back compartment of the caddy	in(orange_juice_1, desk_caddy_1_left_contain_region)	Direct grasp evidence source ID: 310. | The object is known to fit the caddy aperture; milk and cream-cheese packages are excluded by the prior aperture gate.	2	0	5	0.0	0	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_OBJECT_10	LIBERO_10_06,LIBERO_OBJECT_10	ELIGIBLE		PASS	Put the orange juice in the left compartment of the caddy.
ADAPT_144	A5_libero10_caddy_object_compartment	Put the orange juice in the right compartment of the caddy.	libero_10	310	STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy	pick up the book and place it in the back compartment of the caddy	in(orange_juice_1, desk_caddy_1_right_contain_region)	Direct grasp evidence source ID: 310. | The object is known to fit the caddy aperture; milk and cream-cheese packages are excluded by the prior aperture gate.	3	0	5	0.0	0	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_OBJECT_10	LIBERO_10_06,LIBERO_OBJECT_10	ELIGIBLE		PASS	Put the orange juice in the right compartment of the caddy.
ADAPT_145	A5_libero10_caddy_object_compartment	Put the book in the front compartment of the caddy.	libero_10	105	STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy	pick up the book and place it in the back compartment of the caddy	in(black_book_1, desk_caddy_1_front_contain_region)	Direct grasp evidence source ID: 105. | The object is known to fit the caddy aperture; milk and cream-cheese packages are excluded by the prior aperture gate.	2	0	5	0.0	0	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy		LIBERO_10_06	ELIGIBLE		PASS	Put the book in the front compartment of the caddy.
ADAPT_146	A5_libero10_caddy_object_compartment	Put the book in the left compartment of the caddy.	libero_10	105	STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy	pick up the book and place it in the back compartment of the caddy	in(black_book_1, desk_caddy_1_left_contain_region)	Direct grasp evidence source ID: 105. | The object is known to fit the caddy aperture; milk and cream-cheese packages are excluded by the prior aperture gate.	3	0	5	0.0	0	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy		LIBERO_10_06	ELIGIBLE		PASS	Put the book in the left compartment of the caddy.
ADAPT_147	A5_libero10_caddy_object_compartment	Put the book in the right compartment of the caddy.	libero_10	105	STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy	pick up the book and place it in the back compartment of the caddy	in(black_book_1, desk_caddy_1_right_contain_region)	Direct grasp evidence source ID: 105. | The object is known to fit the caddy aperture; milk and cream-cheese packages are excluded by the prior aperture gate.	2	0	5	0.0	0	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy		LIBERO_10_06	ELIGIBLE		PASS	Put the book in the right compartment of the caddy.
ADAPT_148	A5_libero10_caddy_object_compartment	Put the white mug in the back compartment of the caddy.	libero_10	104	STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy	pick up the book and place it in the back compartment of the caddy	in(porcelain_mug_1, desk_caddy_1_back_contain_region)	Direct grasp evidence source ID: 104. | The object is known to fit the caddy aperture; milk and cream-cheese packages are excluded by the prior aperture gate.	3	3	5	60.0	3	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_05	LIBERO_10_06,LIBERO_10_05	ELIGIBLE		PASS	Put the white mug in the back compartment of the caddy.
ADAPT_149	A5_libero10_caddy_object_compartment	Put the white mug in the front compartment of the caddy.	libero_10	104	STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy	pick up the book and place it in the back compartment of the caddy	in(porcelain_mug_1, desk_caddy_1_front_contain_region)	Direct grasp evidence source ID: 104. | The object is known to fit the caddy aperture; milk and cream-cheese packages are excluded by the prior aperture gate.	2	0	5	0.0	0	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_05	LIBERO_10_06,LIBERO_10_05	ELIGIBLE		PASS	Put the white mug in the front compartment of the caddy.
ADAPT_150	A5_libero10_caddy_object_compartment	Put the white mug in the left compartment of the caddy.	libero_10	104	STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy	pick up the book and place it in the back compartment of the caddy	in(porcelain_mug_1, desk_caddy_1_left_contain_region)	Direct grasp evidence source ID: 104. | The object is known to fit the caddy aperture; milk and cream-cheese packages are excluded by the prior aperture gate.	3	1	5	20.0	1	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_05	LIBERO_10_06,LIBERO_10_05	ELIGIBLE		PASS	Put the white mug in the left compartment of the caddy.
ADAPT_151	A5_libero10_caddy_object_compartment	Put the white mug in the right compartment of the caddy.	libero_10	104	STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy	pick up the book and place it in the back compartment of the caddy	in(porcelain_mug_1, desk_caddy_1_right_contain_region)	Direct grasp evidence source ID: 104. | The object is known to fit the caddy aperture; milk and cream-cheese packages are excluded by the prior aperture gate.	2	0	5	0.0	0	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_05	LIBERO_10_06,LIBERO_10_05	ELIGIBLE		PASS	Put the white mug in the right compartment of the caddy.
ADAPT_152	A5_libero10_caddy_object_compartment	Put the yellow and white mug in the back compartment of the caddy.	libero_10	104	STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy	pick up the book and place it in the back compartment of the caddy	in(white_yellow_mug_1, desk_caddy_1_back_contain_region)	Direct grasp evidence source ID: 104. | The object is known to fit the caddy aperture; milk and cream-cheese packages are excluded by the prior aperture gate. | Previously defined in the 185-task screen as ANLGX_176; rerun here for the unified Adapt screen.	3	1	5	20.0	1	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_05	LIBERO_10_06,LIBERO_10_05	ELIGIBLE		PASS	Put the yellow and white mug in the back compartment of the caddy.
ADAPT_153	A5_libero10_caddy_object_compartment	Put the yellow and white mug in the front compartment of the caddy.	libero_10	104	STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy	pick up the book and place it in the back compartment of the caddy	in(white_yellow_mug_1, desk_caddy_1_front_contain_region)	Direct grasp evidence source ID: 104. | The object is known to fit the caddy aperture; milk and cream-cheese packages are excluded by the prior aperture gate. | Previously defined in the 185-task screen as ANLGX_177; rerun here for the unified Adapt screen.	2	0	5	0.0	0	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_05	LIBERO_10_06,LIBERO_10_05	ELIGIBLE		PASS	Put the yellow and white mug in the front compartment of the caddy.
ADAPT_154	A5_libero10_caddy_object_compartment	Put the yellow and white mug in the right compartment of the caddy.	libero_10	104	STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy	pick up the book and place it in the back compartment of the caddy	in(white_yellow_mug_1, desk_caddy_1_right_contain_region)	Direct grasp evidence source ID: 104. | The object is known to fit the caddy aperture; milk and cream-cheese packages are excluded by the prior aperture gate. | Previously defined in the 185-task screen as ANLGX_179; rerun here for the unified Adapt screen.	3	0	5	0.0	0	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_05	LIBERO_10_06,LIBERO_10_05	ELIGIBLE		PASS	Put the yellow and white mug in the right compartment of the caddy.
ADAPT_155	A6_libero10_scene6_relative_region	Put the alphabet soup to the left of the plate.	libero_10	301	LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate	put the white mug on the plate and put the chocolate pudding to the right of the plate	on(alphabet_soup_1, living_room_table_plate_left_region)	The destination mask is projected from the current BDDL region; it is not a source-image mask.	2	0	5	0.0	0	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate	LIBERO_OBJECT_01	LIBERO_10_07,LIBERO_OBJECT_01	ELIGIBLE		PASS	Put the alphabet soup to the left of the plate.
ADAPT_156	A6_libero10_scene6_relative_region	Put the alphabet soup to the right of the plate.	libero_10	301	LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate	put the white mug on the plate and put the chocolate pudding to the right of the plate	on(alphabet_soup_1, living_room_table_plate_right_region)	The destination mask is projected from the current BDDL region; it is not a source-image mask.	3	3	5	60.0	3	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate	LIBERO_OBJECT_01	LIBERO_10_07,LIBERO_OBJECT_01	ELIGIBLE		PASS	Put the alphabet soup to the right of the plate.
ADAPT_157	A6_libero10_scene6_relative_region	Put the cream cheese to the left of the plate.	libero_10	302	LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate	put the white mug on the plate and put the chocolate pudding to the right of the plate	on(cream_cheese_1, living_room_table_plate_left_region)	The destination mask is projected from the current BDDL region; it is not a source-image mask.	2	0	5	0.0	0	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate	LIBERO_OBJECT_02	LIBERO_10_07,LIBERO_OBJECT_02	ELIGIBLE		PASS	Put the cream cheese to the left of the plate.
ADAPT_158	A6_libero10_scene6_relative_region	Put the cream cheese to the right of the plate.	libero_10	302	LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate	put the white mug on the plate and put the chocolate pudding to the right of the plate	on(cream_cheese_1, living_room_table_plate_right_region)	The destination mask is projected from the current BDDL region; it is not a source-image mask.	3	4	5	80.0	4	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate	LIBERO_OBJECT_02	LIBERO_10_07,LIBERO_OBJECT_02	ELIGIBLE		PASS	Put the cream cheese to the right of the plate.
ADAPT_159	A6_libero10_scene6_relative_region	Put the salad dressing to the left of the plate.	libero_10	303	LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate	put the white mug on the plate and put the chocolate pudding to the right of the plate	on(salad_dressing_1, living_room_table_plate_left_region)	The destination mask is projected from the current BDDL region; it is not a source-image mask.	2	0	5	0.0	0	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate	LIBERO_OBJECT_03	LIBERO_10_07,LIBERO_OBJECT_03	ELIGIBLE		PASS	Put the salad dressing to the left of the plate.
