task_id	family	instruction	source_suite	source_task	original_instruction	goal_atom	evidence_notes	gpu	successes	episodes	success_rate_percent	success_videos
COMP_382	C11_object_suite_basket_triples	Put the orange juice, the butter, and the ketchup in the basket one after another.	libero_object	pick_up_the_orange_juice_and_place_it_in_the_basket;pick_up_the_butter_and_place_it_in_the_basket;pick_up_the_ketchup_and_place_it_in_the_basket	Pick the orange juice and place it in the basket | Pick the butter and place it in the basket | Pick the ketchup and place it in the basket	in(orange_juice_1, basket_1_contain_region); in(butter_1, basket_1_contain_region); in(ketchup_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	3	0	5	0.0	0
COMP_383	C11_object_suite_basket_triples	Put the orange juice, the butter, and the salad dressing in the basket one after another.	libero_object	pick_up_the_orange_juice_and_place_it_in_the_basket;pick_up_the_butter_and_place_it_in_the_basket;pick_up_the_salad_dressing_and_place_it_in_the_basket	Pick the orange juice and place it in the basket | Pick the butter and place it in the basket | Pick the salad dressing and place it in the basket	in(orange_juice_1, basket_1_contain_region); in(butter_1, basket_1_contain_region); in(salad_dressing_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	2	0	5	0.0	0
COMP_384	C11_object_suite_basket_triples	Put the orange juice, the chocolate pudding, and the bbq sauce in the basket one after another.	libero_object	pick_up_the_orange_juice_and_place_it_in_the_basket;pick_up_the_chocolate_pudding_and_place_it_in_the_basket;pick_up_the_bbq_sauce_and_place_it_in_the_basket	Pick the orange juice and place it in the basket | Pick the chocolate pudding and place it in the basket | Pick the bbq sauce and place it in the basket	in(orange_juice_1, basket_1_contain_region); in(chocolate_pudding_1, basket_1_contain_region); in(bbq_sauce_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	3	0	5	0.0	0
COMP_385	C11_object_suite_basket_triples	Put the orange juice, the chocolate pudding, and the ketchup in the basket one after another.	libero_object	pick_up_the_orange_juice_and_place_it_in_the_basket;pick_up_the_chocolate_pudding_and_place_it_in_the_basket;pick_up_the_ketchup_and_place_it_in_the_basket	Pick the orange juice and place it in the basket | Pick the chocolate pudding and place it in the basket | Pick the ketchup and place it in the basket	in(orange_juice_1, basket_1_contain_region); in(chocolate_pudding_1, basket_1_contain_region); in(ketchup_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	2	0	5	0.0	0
COMP_386	C11_object_suite_basket_triples	Put the orange juice, the chocolate pudding, and the salad dressing in the basket one after another.	libero_object	pick_up_the_orange_juice_and_place_it_in_the_basket;pick_up_the_chocolate_pudding_and_place_it_in_the_basket;pick_up_the_salad_dressing_and_place_it_in_the_basket	Pick the orange juice and place it in the basket | Pick the chocolate pudding and place it in the basket | Pick the salad dressing and place it in the basket	in(orange_juice_1, basket_1_contain_region); in(chocolate_pudding_1, basket_1_contain_region); in(salad_dressing_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	3	0	5	0.0	0
COMP_387	C11_object_suite_basket_triples	Put the orange juice, the bbq sauce, and the ketchup in the basket one after another.	libero_object	pick_up_the_orange_juice_and_place_it_in_the_basket;pick_up_the_bbq_sauce_and_place_it_in_the_basket;pick_up_the_ketchup_and_place_it_in_the_basket	Pick the orange juice and place it in the basket | Pick the bbq sauce and place it in the basket | Pick the ketchup and place it in the basket	in(orange_juice_1, basket_1_contain_region); in(bbq_sauce_1, basket_1_contain_region); in(ketchup_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	2	0	5	0.0	0
COMP_388	C11_object_suite_basket_triples	Put the orange juice, the bbq sauce, and the salad dressing in the basket one after another.	libero_object	pick_up_the_orange_juice_and_place_it_in_the_basket;pick_up_the_bbq_sauce_and_place_it_in_the_basket;pick_up_the_salad_dressing_and_place_it_in_the_basket	Pick the orange juice and place it in the basket | Pick the bbq sauce and place it in the basket | Pick the salad dressing and place it in the basket	in(orange_juice_1, basket_1_contain_region); in(bbq_sauce_1, basket_1_contain_region); in(salad_dressing_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	3	0	5	0.0	0
COMP_389	C11_object_suite_basket_triples	Put the orange juice, the ketchup, and the salad dressing in the basket one after another.	libero_object	pick_up_the_orange_juice_and_place_it_in_the_basket;pick_up_the_ketchup_and_place_it_in_the_basket;pick_up_the_salad_dressing_and_place_it_in_the_basket	Pick the orange juice and place it in the basket | Pick the ketchup and place it in the basket | Pick the salad dressing and place it in the basket	in(orange_juice_1, basket_1_contain_region); in(ketchup_1, basket_1_contain_region); in(salad_dressing_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	2	0	5	0.0	0
COMP_390	C11_object_suite_basket_triples	Put the butter, the chocolate pudding, and the bbq sauce in the basket one after another.	libero_object	pick_up_the_butter_and_place_it_in_the_basket;pick_up_the_chocolate_pudding_and_place_it_in_the_basket;pick_up_the_bbq_sauce_and_place_it_in_the_basket	Pick the butter and place it in the basket | Pick the chocolate pudding and place it in the basket | Pick the bbq sauce and place it in the basket	in(butter_1, basket_1_contain_region); in(chocolate_pudding_1, basket_1_contain_region); in(bbq_sauce_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	3	0	5	0.0	0
COMP_391	C11_object_suite_basket_triples	Put the butter, the chocolate pudding, and the ketchup in the basket one after another.	libero_object	pick_up_the_butter_and_place_it_in_the_basket;pick_up_the_chocolate_pudding_and_place_it_in_the_basket;pick_up_the_ketchup_and_place_it_in_the_basket	Pick the butter and place it in the basket | Pick the chocolate pudding and place it in the basket | Pick the ketchup and place it in the basket	in(butter_1, basket_1_contain_region); in(chocolate_pudding_1, basket_1_contain_region); in(ketchup_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	2	0	5	0.0	0
COMP_392	C11_object_suite_basket_triples	Put the butter, the chocolate pudding, and the salad dressing in the basket one after another.	libero_object	pick_up_the_butter_and_place_it_in_the_basket;pick_up_the_chocolate_pudding_and_place_it_in_the_basket;pick_up_the_salad_dressing_and_place_it_in_the_basket	Pick the butter and place it in the basket | Pick the chocolate pudding and place it in the basket | Pick the salad dressing and place it in the basket	in(butter_1, basket_1_contain_region); in(chocolate_pudding_1, basket_1_contain_region); in(salad_dressing_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	3	0	5	0.0	0
COMP_393	C11_object_suite_basket_triples	Put the butter, the bbq sauce, and the ketchup in the basket one after another.	libero_object	pick_up_the_butter_and_place_it_in_the_basket;pick_up_the_bbq_sauce_and_place_it_in_the_basket;pick_up_the_ketchup_and_place_it_in_the_basket	Pick the butter and place it in the basket | Pick the bbq sauce and place it in the basket | Pick the ketchup and place it in the basket	in(butter_1, basket_1_contain_region); in(bbq_sauce_1, basket_1_contain_region); in(ketchup_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	2	0	5	0.0	0
COMP_394	C11_object_suite_basket_triples	Put the butter, the bbq sauce, and the salad dressing in the basket one after another.	libero_object	pick_up_the_butter_and_place_it_in_the_basket;pick_up_the_bbq_sauce_and_place_it_in_the_basket;pick_up_the_salad_dressing_and_place_it_in_the_basket	Pick the butter and place it in the basket | Pick the bbq sauce and place it in the basket | Pick the salad dressing and place it in the basket	in(butter_1, basket_1_contain_region); in(bbq_sauce_1, basket_1_contain_region); in(salad_dressing_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	3	0	5	0.0	0
COMP_395	C11_object_suite_basket_triples	Put the butter, the ketchup, and the salad dressing in the basket one after another.	libero_object	pick_up_the_butter_and_place_it_in_the_basket;pick_up_the_ketchup_and_place_it_in_the_basket;pick_up_the_salad_dressing_and_place_it_in_the_basket	Pick the butter and place it in the basket | Pick the ketchup and place it in the basket | Pick the salad dressing and place it in the basket	in(butter_1, basket_1_contain_region); in(ketchup_1, basket_1_contain_region); in(salad_dressing_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	2	0	5	0.0	0
COMP_396	C11_object_suite_basket_triples	Put the chocolate pudding, the bbq sauce, and the ketchup in the basket one after another.	libero_object	pick_up_the_chocolate_pudding_and_place_it_in_the_basket;pick_up_the_bbq_sauce_and_place_it_in_the_basket;pick_up_the_ketchup_and_place_it_in_the_basket	Pick the chocolate pudding and place it in the basket | Pick the bbq sauce and place it in the basket | Pick the ketchup and place it in the basket	in(chocolate_pudding_1, basket_1_contain_region); in(bbq_sauce_1, basket_1_contain_region); in(ketchup_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	3	0	5	0.0	0
COMP_397	C11_object_suite_basket_triples	Put the chocolate pudding, the bbq sauce, and the salad dressing in the basket one after another.	libero_object	pick_up_the_chocolate_pudding_and_place_it_in_the_basket;pick_up_the_bbq_sauce_and_place_it_in_the_basket;pick_up_the_salad_dressing_and_place_it_in_the_basket	Pick the chocolate pudding and place it in the basket | Pick the bbq sauce and place it in the basket | Pick the salad dressing and place it in the basket	in(chocolate_pudding_1, basket_1_contain_region); in(bbq_sauce_1, basket_1_contain_region); in(salad_dressing_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	2	0	5	0.0	0
COMP_398	C11_object_suite_basket_triples	Put the chocolate pudding, the ketchup, and the salad dressing in the basket one after another.	libero_object	pick_up_the_chocolate_pudding_and_place_it_in_the_basket;pick_up_the_ketchup_and_place_it_in_the_basket;pick_up_the_salad_dressing_and_place_it_in_the_basket	Pick the chocolate pudding and place it in the basket | Pick the ketchup and place it in the basket | Pick the salad dressing and place it in the basket	in(chocolate_pudding_1, basket_1_contain_region); in(ketchup_1, basket_1_contain_region); in(salad_dressing_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	3	0	5	0.0	0
COMP_399	C11_object_suite_basket_triples	Put the bbq sauce, the ketchup, and the salad dressing in the basket one after another.	libero_object	pick_up_the_bbq_sauce_and_place_it_in_the_basket;pick_up_the_ketchup_and_place_it_in_the_basket;pick_up_the_salad_dressing_and_place_it_in_the_basket	Pick the bbq sauce and place it in the basket | Pick the ketchup and place it in the basket | Pick the salad dressing and place it in the basket	in(bbq_sauce_1, basket_1_contain_region); in(ketchup_1, basket_1_contain_region); in(salad_dressing_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	2	0	5	0.0	0
COMP_400	C11_object_suite_basket_triples	Put the salad dressing, the ketchup, and the alphabet soup in the basket one after another.	libero_object	pick_up_the_salad_dressing_and_place_it_in_the_basket;pick_up_the_ketchup_and_place_it_in_the_basket;pick_up_the_alphabet_soup_and_place_it_in_the_basket	Pick the salad dressing and place it in the basket | Pick the ketchup and place it in the basket | Pick the alphabet soup and place it in the basket	in(salad_dressing_1, basket_1_contain_region); in(ketchup_1, basket_1_contain_region); in(alphabet_soup_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	3	0	5	0.0	0
COMP_401	C11_object_suite_basket_triples	Put the salad dressing, the ketchup, and the cream cheese box in the basket one after another.	libero_object	pick_up_the_salad_dressing_and_place_it_in_the_basket;pick_up_the_ketchup_and_place_it_in_the_basket;pick_up_the_cream_cheese_and_place_it_in_the_basket	Pick the salad dressing and place it in the basket | Pick the ketchup and place it in the basket | Pick the cream cheese and place it in the basket	in(salad_dressing_1, basket_1_contain_region); in(ketchup_1, basket_1_contain_region); in(cream_cheese_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	2	0	5	0.0	0
COMP_402	C11_object_suite_basket_triples	Put the salad dressing, the ketchup, and the milk in the basket one after another.	libero_object	pick_up_the_salad_dressing_and_place_it_in_the_basket;pick_up_the_ketchup_and_place_it_in_the_basket;pick_up_the_milk_and_place_it_in_the_basket	Pick the salad dressing and place it in the basket | Pick the ketchup and place it in the basket | Pick the milk and place it in the basket	in(salad_dressing_1, basket_1_contain_region); in(ketchup_1, basket_1_contain_region); in(milk_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	3	0	5	0.0	0
COMP_403	C11_object_suite_basket_triples	Put the salad dressing, the ketchup, and the tomato sauce in the basket one after another.	libero_object	pick_up_the_salad_dressing_and_place_it_in_the_basket;pick_up_the_ketchup_and_place_it_in_the_basket;pick_up_the_tomato_sauce_and_place_it_in_the_basket	Pick the salad dressing and place it in the basket | Pick the ketchup and place it in the basket | Pick the tomato sauce and place it in the basket	in(salad_dressing_1, basket_1_contain_region); in(ketchup_1, basket_1_contain_region); in(tomato_sauce_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	2	0	5	0.0	0
COMP_404	C11_object_suite_basket_triples	Put the salad dressing, the alphabet soup, and the cream cheese box in the basket one after another.	libero_object	pick_up_the_salad_dressing_and_place_it_in_the_basket;pick_up_the_alphabet_soup_and_place_it_in_the_basket;pick_up_the_cream_cheese_and_place_it_in_the_basket	Pick the salad dressing and place it in the basket | Pick the alphabet soup and place it in the basket | Pick the cream cheese and place it in the basket	in(salad_dressing_1, basket_1_contain_region); in(alphabet_soup_1, basket_1_contain_region); in(cream_cheese_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	3	0	5	0.0	0
COMP_405	C11_object_suite_basket_triples	Put the salad dressing, the alphabet soup, and the milk in the basket one after another.	libero_object	pick_up_the_salad_dressing_and_place_it_in_the_basket;pick_up_the_alphabet_soup_and_place_it_in_the_basket;pick_up_the_milk_and_place_it_in_the_basket	Pick the salad dressing and place it in the basket | Pick the alphabet soup and place it in the basket | Pick the milk and place it in the basket	in(salad_dressing_1, basket_1_contain_region); in(alphabet_soup_1, basket_1_contain_region); in(milk_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	2	0	5	0.0	0
COMP_406	C11_object_suite_basket_triples	Put the salad dressing, the alphabet soup, and the tomato sauce in the basket one after another.	libero_object	pick_up_the_salad_dressing_and_place_it_in_the_basket;pick_up_the_alphabet_soup_and_place_it_in_the_basket;pick_up_the_tomato_sauce_and_place_it_in_the_basket	Pick the salad dressing and place it in the basket | Pick the alphabet soup and place it in the basket | Pick the tomato sauce and place it in the basket	in(salad_dressing_1, basket_1_contain_region); in(alphabet_soup_1, basket_1_contain_region); in(tomato_sauce_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	3	0	5	0.0	0
COMP_407	C11_object_suite_basket_triples	Put the salad dressing, the cream cheese box, and the milk in the basket one after another.	libero_object	pick_up_the_salad_dressing_and_place_it_in_the_basket;pick_up_the_cream_cheese_and_place_it_in_the_basket;pick_up_the_milk_and_place_it_in_the_basket	Pick the salad dressing and place it in the basket | Pick the cream cheese and place it in the basket | Pick the milk and place it in the basket	in(salad_dressing_1, basket_1_contain_region); in(cream_cheese_1, basket_1_contain_region); in(milk_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	2	0	5	0.0	0
COMP_408	C11_object_suite_basket_triples	Put the salad dressing, the cream cheese box, and the tomato sauce in the basket one after another.	libero_object	pick_up_the_salad_dressing_and_place_it_in_the_basket;pick_up_the_cream_cheese_and_place_it_in_the_basket;pick_up_the_tomato_sauce_and_place_it_in_the_basket	Pick the salad dressing and place it in the basket | Pick the cream cheese and place it in the basket | Pick the tomato sauce and place it in the basket	in(salad_dressing_1, basket_1_contain_region); in(cream_cheese_1, basket_1_contain_region); in(tomato_sauce_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	3	0	5	0.0	0
COMP_409	C11_object_suite_basket_triples	Put the salad dressing, the milk, and the tomato sauce in the basket one after another.	libero_object	pick_up_the_salad_dressing_and_place_it_in_the_basket;pick_up_the_milk_and_place_it_in_the_basket;pick_up_the_tomato_sauce_and_place_it_in_the_basket	Pick the salad dressing and place it in the basket | Pick the milk and place it in the basket | Pick the tomato sauce and place it in the basket	in(salad_dressing_1, basket_1_contain_region); in(milk_1, basket_1_contain_region); in(tomato_sauce_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	2	0	5	0.0	0
COMP_410	C11_object_suite_basket_triples	Put the ketchup, the alphabet soup, and the cream cheese box in the basket one after another.	libero_object	pick_up_the_ketchup_and_place_it_in_the_basket;pick_up_the_alphabet_soup_and_place_it_in_the_basket;pick_up_the_cream_cheese_and_place_it_in_the_basket	Pick the ketchup and place it in the basket | Pick the alphabet soup and place it in the basket | Pick the cream cheese and place it in the basket	in(ketchup_1, basket_1_contain_region); in(alphabet_soup_1, basket_1_contain_region); in(cream_cheese_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	3	0	5	0.0	0
COMP_411	C11_object_suite_basket_triples	Put the ketchup, the alphabet soup, and the milk in the basket one after another.	libero_object	pick_up_the_ketchup_and_place_it_in_the_basket;pick_up_the_alphabet_soup_and_place_it_in_the_basket;pick_up_the_milk_and_place_it_in_the_basket	Pick the ketchup and place it in the basket | Pick the alphabet soup and place it in the basket | Pick the milk and place it in the basket	in(ketchup_1, basket_1_contain_region); in(alphabet_soup_1, basket_1_contain_region); in(milk_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	2	0	5	0.0	0
